bank_txn_id,reference,date,amount,currency,payee,description,source_status
BNK-200909,REF-582570,2026-01-15,-20371.45,gbp,Jimenez-Bradley,WIRE TRANSFER,settled
BNK-200910,ref535771,2026-03-16,-1440.8,usd,DICKSON-PADILLA,WIRE TRANSFER,settled
BNK-200911,REF-218184,2026-01-16,-1361.25,GBP,"BEST, SIMON AND TURNER",WIRE TRANSFER,settled
BNK-200912,REF-407874,2026-01-07,-23138.94,GBP,Wright Group,Vendor Settlement,settled
BNK-200913,REF-650309,03/22/2026,-7129.15,GBP,Spears-Beck,Vendor Settlement,settled
BNK-200914,REF-929398,04/18/2026,-24864.28,eur,Wagner Ltd,Payout Execution,settled
BNK-200915,REF-665852,2026-02-12,-4789.14,EUR,"WALKER, GARCIA AND MCGUIRE",WIRE TRANSFER,settled
BNK-200916,ref618895,2026-03-14,-15365.92,EUR,Ford Ltd,ACH DEBIT,settled
BNK-200917,REF-817696,04/18/2026,-8576.2,eur,MCDOWELL-WATTS,ACH DEBIT,settled
BNK-200918,REF-564322,02/19/2026,-9229.94,EUR,"Owen, Gibson and Johnson",Vendor Settlement,settled
BNK-200919,REF-224266,04/11/2026,-2786.24,GBP,"Pena, Jones and Sanchez",Payout Execution,settled
BNK-200920,REF-862066,2026-04-16,-13620.71,GBP,Li-Martinez,Payout Execution,settled
BNK-200921,REF-150120,01/12/2026,-11562.11,USD,"Rogers, Anderson and Campos",ACH DEBIT,settled
BNK-200922,ref366087,2026-03-19,-11184.35,GBP,Fitzgerald-Watson,Payout Execution,settled
BNK-200923,REF-971044,01/31/2026,-8846.98,USD,Simmons-Green,Vendor Settlement,settled
BNK-200924,REF-120602,2026-01-07,-16671.75,USD,Kim Group,Vendor Settlement,settled
BNK-200925,REF-947073,01/07/2026,-1081.37,GBP,Colon Group,Payout Execution,settled
BNK-200926,REF-530846,2026-01-15,-9570.98,GBP,"Garcia, Mercado and West",WIRE TRANSFER,settled
BNK-200927,REF-115372,04/14/2026,-14582.03,USD,Hays-Dalton,WIRE TRANSFER,settled
BNK-200928,REF-266050,2026-04-28,-2664.64,EUR,Nguyen-White,ACH DEBIT,settled
BNK-200929,REF-976903,2026-04-06,-2110.43,EUR,Hughes Inc,Payout Execution,settled
BNK-200930,REF-561744,2026-03-17,-13060.61,GBP,Gray PLC,ACH DEBIT,settled
BNK-200931,REF-414106,2026-01-13,-21056.92,EUR,Randall-Kerr,Vendor Settlement,settled
BNK-200932,REF-766253,2026-03-27,-14475.43,GBP,Gonzalez-Mcdaniel,Payout Execution,settled
BNK-200933,REF-335018,03/14/2026,-16862.96,GBP,Griffin Inc,Payout Execution,settled
BNK-200934,REF-360733,03/13/2026,-20881.29,EUR,Arnold-Beck,WIRE TRANSFER,settled
BNK-200935,ref673268,2026-03-11,-20642.36,EUR,Vincent-Mcclure,WIRE TRANSFER,settled
BNK-200936,REF-703717,03/19/2026,-24765.12,gbp,Crawford Ltd,ACH DEBIT,settled
BNK-200937,REF-598189,2026-02-03,-17875.5,USD,Gray PLC,ACH DEBIT,settled
BNK-200938,REF-251670,2026-03-06,-22663.07,EUR,Church Inc,Vendor Settlement,settled
BNK-200939,REF-640842,2026-04-09,-22416.98,GBP,"Owen, Gibson and Johnson",ACH DEBIT,settled
BNK-200940,REF-337475,04/12/2026,-6789.98,GBP,Hawkins-Saunders,WIRE TRANSFER,settled
BNK-200941,REF-456814,2026-02-13,-14191.35,gbp,Anderson LLC,WIRE TRANSFER,settled
BNK-200942,ref173802,01/16/2026,-22231.62,USD,Flynn Group,Payout Execution,settled
BNK-200943,REF-722977,01/06/2026,-9490.1,USD,"Luna, Morris and Gill",Payout Execution,settled
BNK-200944,REF-115052,01/22/2026,-1273.81,EUR,"Hayes, Luna and Miller",Payout Execution,settled
BNK-200945,REF-937738,2026-02-04,-10643.16,USD,Goodwin-Martinez,Vendor Settlement,settled
BNK-200946,ref997135,01/21/2026,-253.67,GBP,"Nguyen, Williams and Smith",Payout Execution,settled
BNK-200947,REF-490604,01/14/2026,-1999.65,EUR,COBB GROUP,ACH DEBIT,settled
BNK-200948,REF-182976,2026-04-22,-24791.13,USD,Lopez-Stout,WIRE TRANSFER,settled
BNK-200949,REF-363432,03/09/2026,-22990.06,USD,Walter Inc,Payout Execution,settled
BNK-200950,REF-229400,01/19/2026,-23701.0,USD,Newman-Thomas,Vendor Settlement,settled
BNK-200951,REF-252716,2026-04-09,-7148.04,EUR,"Taylor, Zavala and Bates",Vendor Settlement,settled
BNK-200952,REF-772677,03/26/2026,-19109.81,USD,Bowman LLC,Payout Execution,settled
BNK-200953,REF-143728,2026-04-17,-15178.33,EUR,Zimmerman Group,WIRE TRANSFER,settled
BNK-200954,REF-172481,2026-03-09,-918.2,GBP,Hawkins-Saunders,WIRE TRANSFER,settled
BNK-200955,REF-661072,04/16/2026,-1360.84,GBP,Kirk-Morales,ACH DEBIT,settled
BNK-200956,REF-752317,2026-04-15,-21856.48,GBP,Pennington PLC,ACH DEBIT,settled
BNK-200957,ref495147,02/02/2026,-6874.17,EUR,Elliott-Wallace,WIRE TRANSFER,settled
BNK-200958,REF-777454,2026-01-21,-5975.72,USD,Contreras LLC,ACH DEBIT,settled
BNK-200959,REF-825263,2026-01-11,-4413.84,USD,"Johnson, Harrison and Thomas",Payout Execution,settled
BNK-200960,REF-859699,2026-04-28,-19926.57,EUR,ROACH AND SONS,ACH DEBIT,settled
BNK-200961,ref809132,2026-04-17,-10231.48,GBP,Brady-Ford,WIRE TRANSFER,settled
BNK-200962,REF-822502,01/03/2026,-10952.43,USD,"DAVIS, KIM AND INGRAM",Payout Execution,settled
BNK-200963,REF-439666,03/11/2026,-24669.87,USD,Hays-Dalton,ACH DEBIT,settled
BNK-200964,REF-860863,03/12/2026,-7372.67,USD,"Lewis, Joyce and Robertson",Payout Execution,settled
BNK-200965,REF-489017,01/06/2026,-19545.19,USD,"SNOW, RODGERS AND MILLER",WIRE TRANSFER,settled
BNK-200966,REF-686225,2026-03-15,-11377.44,GBP,Pena Inc,Vendor Settlement,settled
BNK-200967,REF-579113,03/05/2026,-24288.6,USD,Jones-Turner,ACH DEBIT,settled
BNK-200968,REF-270623,2026-01-23,-23500.64,EUR,Matthews PLC,Vendor Settlement,settled
BNK-200969,REF-917367,02/27/2026,-12165.51,USD,MCCOY LTD,ACH DEBIT,settled
BNK-200970,REF-988792,02/06/2026,-11497.47,USD,Ramsey-Caldwell,Vendor Settlement,settled
BNK-200971,REF-540071,01/18/2026,-17933.99,usd,ANDERSON LLC,Vendor Settlement,settled
BNK-200972,ref294961,2026-02-11,-22150.57,USD,Richard LLC,Payout Execution,settled
BNK-200973,REF-115420,2026-03-29,-20246.31,GBP,Davis PLC,Vendor Settlement,settled
BNK-200974,REF-999115,01/29/2026,-10344.78,GBP,Brown Ltd,ACH DEBIT,settled
BNK-200975,ref370340,01/06/2026,-5350.1,GBP,"Chavez, Davis and Walton",Payout Execution,settled
BNK-200976,REF-163413,03/10/2026,-8451.44,USD,Dickson-Gutierrez,WIRE TRANSFER,settled
BNK-200977,REF-936547,2026-04-30,-7965.04,USD,"RODRIGUEZ, EVANS AND PATTERSON",Payout Execution,settled
BNK-200978,REF-691995,01/30/2026,-2024.54,EUR,Mcdowell-Watts,ACH DEBIT,settled
BNK-200979,REF-585175,2026-01-15,-22239.84,usd,"Hobbs, Blanchard and Porter",Payout Execution,settled
BNK-200980,REF-957287,2026-02-11,-17934.24,EUR,Gray PLC,WIRE TRANSFER,settled
BNK-200981,REF-435027,01/11/2026,-289.13,EUR,"Luna, Morris and Gill",Vendor Settlement,settled
BNK-200982,REF-564458,2026-04-10,-23897.64,EUR,Cobb Group,Vendor Settlement,settled
BNK-200983,ref910403,2026-02-10,-7213.94,GBP,"Ramirez, Hernandez and Fox",ACH DEBIT,settled
BNK-200984,REF-453171,03/27/2026,-15680.85,USD,Mann Group,Vendor Settlement,settled
BNK-200985,REF-775414,2026-01-02,-24094.76,gbp,Young-Hudson,Payout Execution,settled
BNK-200986,REF-303261,03/28/2026,-17367.35,USD,HUNT PLC,Payout Execution,settled
BNK-200987,REF-111591,2026-04-17,-5468.71,GBP,Mitchell-Byrd,ACH DEBIT,settled
BNK-200988,ref997593,02/12/2026,-5490.44,USD,IBARRA-CLARK,WIRE TRANSFER,settled
BNK-200989,REF-511652,02/20/2026,-373.26,USD,"Best, Simon and Turner",Payout Execution,settled
BNK-200990,ref275622,2026-02-10,-2215.98,GBP,Best Inc,WIRE TRANSFER,settled
BNK-200991,ref566529,2026-01-01,-22250.96,GBP,Kennedy-Marks,WIRE TRANSFER,settled
BNK-200992,ref483822,03/31/2026,-13068.29,EUR,Dickson-Padilla,ACH DEBIT,settled
BNK-200993,REF-152789,2026-04-02,-9558.45,gbp,Mckinney-Cooper,WIRE TRANSFER,settled
BNK-200994,REF-200636,2026-03-28,-8309.18,eur,Johnson Inc,Vendor Settlement,settled
BNK-200995,REF-610944,2026-02-06,-1502.51,usd,"Yu, Nguyen and Wood",Vendor Settlement,settled
BNK-200996,REF-993780,2026-01-29,-24467.42,EUR,Schneider Ltd,Vendor Settlement,settled
BNK-200997,ref515102,2026-02-02,-8403.24,USD,Lewis-Robinson,Payout Execution,settled
BNK-200998,REF-194014,2026-03-19,-17102.58,GBP,White-Wilson,ACH DEBIT,settled
BNK-200999,REF-389308,2026-04-16,-6610.17,GBP,Morris Inc,ACH DEBIT,settled
BNK-201000,REF-889727,2026-02-28,-24221.75,EUR,"Garner, Lawson and Richard",Vendor Settlement,settled
BNK-201001,REF-818125,01/27/2026,-11038.36,EUR,"Ball, Henderson and Caldwell",Payout Execution,settled
BNK-201002,REF-253991,02/08/2026,-22054.55,USD,"Best, Simon and Turner",Vendor Settlement,settled
BNK-201003,REF-753026,2026-04-06,-23729.86,GBP,"Evans, Conway and Hall",Payout Execution,settled
BNK-201004,REF-160401,2026-03-28,-23682.19,USD,JOHNSON-RUIZ,WIRE TRANSFER,settled
BNK-201005,REF-589584,04/23/2026,-24503.94,EUR,Goodwin-Martinez,Vendor Settlement,settled
BNK-201006,REF-863503,02/21/2026,-24778.43,EUR,"Garner, Lawson and Richard",ACH DEBIT,settled
BNK-201007,REF-518487,04/10/2026,-12713.44,EUR,"Short, Moore and Douglas",WIRE TRANSFER,settled
BNK-201008,REF-290413,02/05/2026,-3439.3,EUR,Peterson LLC,WIRE TRANSFER,settled
BNK-201009,REF-532694,2026-03-14,-5356.94,usd,"Hernandez, Hill and Hull",ACH DEBIT,settled
BNK-201010,REF-196865,03/01/2026,-2008.04,GBP,"Walker, Garcia and Mcguire",Payout Execution,settled
BNK-201011,REF-654735,2026-03-31,-4870.04,USD,"Murphy, Jordan and Whitney",WIRE TRANSFER,settled
BNK-201012,REF-900264,2026-05-01,-2809.09,usd,"Santana, Hoffman and Cobb",Vendor Settlement,settled
BNK-201013,REF-424207,2026-01-09,-21411.96,USD,"Hernandez, Wade and Rodriguez",WIRE TRANSFER,settled
BNK-201014,REF-227531,01/26/2026,-12372.07,USD,Thomas PLC,WIRE TRANSFER,settled
BNK-201015,REF-346028,04/27/2026,-20685.49,GBP,Wright Group,WIRE TRANSFER,settled
BNK-201016,REF-631917,2026-01-13,-3251.84,EUR,Gardner-Hayes,WIRE TRANSFER,settled
BNK-201017,REF-203463,2026-01-05,-20748.38,USD,"Rodriguez, Evans and Patterson",WIRE TRANSFER,settled
BNK-201018,REF-310034,2026-03-04,-13364.96,EUR,"Graham, Garrett and Caldwell",WIRE TRANSFER,settled
BNK-201019,REF-802916,2026-03-15,-6362.56,USD,Pierce Inc,Payout Execution,settled
BNK-201020,ref937537,04/21/2026,-22507.95,USD,Webster and Sons,Vendor Settlement,settled
BNK-201021,REF-255710,2026-02-17,-19309.95,GBP,Roberts Group,Payout Execution,settled
BNK-201022,REF-433888,2026-02-17,-18269.18,EUR,"Santana, Hoffman and Cobb",Vendor Settlement,settled
BNK-201023,REF-855914,03/16/2026,-447.25,GBP,Anderson LLC,Payout Execution,settled
BNK-201024,REF-242559,2026-01-15,-16674.92,USD,Arroyo-Pope,Payout Execution,settled
BNK-201025,ref607377,2026-03-04,-5410.1,USD,Gardner-Hayes,ACH DEBIT,settled
BNK-201026,REF-761614,2026-05-03,-8826.61,gbp,INGRAM PLC,Payout Execution,settled
BNK-201027,REF-172617,03/18/2026,-3639.67,USD,Barrera Group,Payout Execution,settled
BNK-201028,REF-899555,03/28/2026,-9906.19,EUR,"Rice, Wallace and Castillo",ACH DEBIT,settled
BNK-201029,REF-526462,2026-01-03,-6441.87,EUR,King LLC,Vendor Settlement,settled
BNK-201030,ref436693,2026-01-29,-3455.4,GBP,Wagner Ltd,WIRE TRANSFER,settled
BNK-201031,REF-649999,04/30/2026,-24686.52,EUR,Zimmerman and Sons,Payout Execution,settled
BNK-201032,REF-176539,2026-04-12,-18639.59,EUR,"Rollins, Charles and Black",Vendor Settlement,settled
BNK-201033,ref253201,01/22/2026,-453.98,GBP,Roberts Group,Vendor Settlement,settled
BNK-201034,REF-601992,01/15/2026,-3248.99,GBP,Anderson-Parks,Payout Execution,settled
BNK-201035,REF-391648,2026-02-10,-956.38,USD,Allen Group,ACH DEBIT,settled
BNK-201036,REF-512596,04/21/2026,-5120.9,EUR,"Rogers, Anderson and Campos",ACH DEBIT,settled
BNK-201037,REF-371974,2026-01-27,-17652.76,GBP,Davis-Mitchell,ACH DEBIT,settled
BNK-201038,REF-579743,2026-02-10,-861.3,USD,Maxwell-Shepherd,Payout Execution,settled
BNK-201039,REF-842230,2026-04-01,-840.92,GBP,Davis PLC,ACH DEBIT,settled
BNK-201040,REF-339474,2026-01-22,-7569.9,EUR,Welch-Peck,Vendor Settlement,settled
BNK-201041,ref753900,2026-01-25,-4994.28,USD,Lawrence-Lee,WIRE TRANSFER,settled
BNK-201042,REF-955412,02/16/2026,-16766.43,EUR,Reed PLC,ACH DEBIT,settled
BNK-201043,REF-906965,2026-03-14,-22758.13,gbp,"Mooney, Black and Roach",Payout Execution,settled
BNK-201044,ref154650,02/08/2026,-23941.36,GBP,Reeves Ltd,ACH DEBIT,settled
BNK-201045,REF-376519,04/29/2026,-2669.12,GBP,Jones-Taylor,WIRE TRANSFER,settled
BNK-201046,REF-513351,2026-02-21,-20071.54,GBP,"Curtis, Turner and Soto",WIRE TRANSFER,settled
BNK-201047,ref580132,03/11/2026,-2171.67,USD,Barrera Group,ACH DEBIT,settled
BNK-201048,REF-208599,2026-02-17,-19953.5,USD,Contreras LLC,ACH DEBIT,settled
BNK-201049,REF-271494,01/24/2026,-6263.09,GBP,Allen-Taylor,Vendor Settlement,settled
BNK-201050,REF-408729,02/08/2026,-17316.59,USD,Juarez-Jones,Vendor Settlement,settled
BNK-201051,REF-466331,03/29/2026,-15355.9,EUR,"Owens, Peters and White",WIRE TRANSFER,settled
BNK-201052,REF-622199,2026-02-28,-10367.52,eur,"SHORT, MOORE AND DOUGLAS",Payout Execution,settled
BNK-201053,ref399722,03/17/2026,-14328.3,USD,Contreras LLC,Vendor Settlement,settled
BNK-201054,REF-528453,2026-03-24,-11595.23,gbp,Smith Ltd,Vendor Settlement,settled
BNK-201055,ref992687,2026-04-08,-18103.19,USD,Murray Group,ACH DEBIT,settled
BNK-201056,REF-490583,04/04/2026,-18735.85,GBP,Reynolds-Harris,ACH DEBIT,settled
BNK-201057,ref977469,04/20/2026,-9751.85,EUR,Thompson-Campbell,WIRE TRANSFER,settled
BNK-201058,REF-881562,2026-04-10,-23644.65,eur,Todd-Oconnor,Payout Execution,settled
BNK-201059,REF-327497,2026-03-10,-1160.67,usd,Kim Group,Payout Execution,settled
BNK-201060,ref871076,01/17/2026,-16300.9,gbp,Mullins-Cabrera,WIRE TRANSFER,settled
BNK-201061,REF-201042,2026-04-26,-4854.96,EUR,WADE PLC,Vendor Settlement,settled
BNK-201062,REF-553189,2026-03-31,-1514.54,EUR,Shaw-Decker,WIRE TRANSFER,settled
BNK-201063,ref452554,03/08/2026,-10202.54,GBP,"Hobbs, Blanchard and Porter",WIRE TRANSFER,settled
BNK-201064,REF-264470,2026-04-12,-4767.05,GBP,Banks-Savage,ACH DEBIT,settled
BNK-201065,REF-892217,2026-02-26,-12337.88,USD,Mckinney-Cooper,WIRE TRANSFER,settled
BNK-201066,REF-722246,02/16/2026,-11529.59,GBP,Anderson Inc,ACH DEBIT,settled
BNK-201067,REF-198776,2026-04-17,-15300.6,EUR,"Edwards, Anderson and Taylor",Vendor Settlement,settled
BNK-201068,REF-381141,02/28/2026,-14493.81,gbp,Hughes Inc,Payout Execution,settled
BNK-201069,ref525331,02/07/2026,-6391.38,eur,"Roberts, Frazier and Smith",Vendor Settlement,settled
BNK-201070,REF-129312,03/18/2026,-24931.11,EUR,Austin-Bonilla,WIRE TRANSFER,settled
BNK-201071,ref731063,03/12/2026,-1001.14,EUR,Zimmerman and Sons,WIRE TRANSFER,settled
BNK-201072,REF-348471,2026-03-14,-8263.75,EUR,Stone and Sons,WIRE TRANSFER,settled
BNK-201073,REF-509340,04/05/2026,-40.78,USD,HAMMOND LTD,Vendor Settlement,settled
BNK-201074,REF-898144,03/07/2026,-10814.03,GBP,Flynn-Matthews,ACH DEBIT,settled
BNK-201075,REF-364309,02/08/2026,-1213.95,EUR,"Thompson, Cooper and Young",Payout Execution,settled
BNK-201076,REF-600890,2026-04-22,-2942.81,eur,"MOSS, ATKINS AND DANIELS",WIRE TRANSFER,settled
BNK-201077,REF-507683,2026-04-27,-6484.03,EUR,Webster and Sons,ACH DEBIT,settled
BNK-201078,REF-206564,2026-01-28,-7204.56,GBP,Mitchell-Byrd,WIRE TRANSFER,settled
BNK-201079,REF-546272,01/22/2026,-15841.85,EUR,Garcia and Sons,Vendor Settlement,settled
BNK-201080,REF-221274,2026-02-23,-3520.08,eur,Cobb Group,ACH DEBIT,settled
BNK-201081,REF-909896,02/15/2026,-11803.61,eur,Wright Group,Payout Execution,settled
BNK-201082,REF-449563,2026-01-05,-21188.95,GBP,Walter Inc,ACH DEBIT,settled
BNK-201083,ref283587,04/26/2026,-12836.67,GBP,Shaw-Decker,Payout Execution,settled
BNK-201084,REF-443343,2026-05-01,-10229.63,gbp,Brown LLC,ACH DEBIT,settled
BNK-201085,REF-878365,2026-02-27,-12426.69,GBP,Webster and Sons,Payout Execution,settled
BNK-201086,REF-716082,03/25/2026,-6568.28,EUR,Flynn-Matthews,WIRE TRANSFER,settled
BNK-201087,REF-390387,02/21/2026,-22617.44,USD,Bowman LLC,Vendor Settlement,settled
BNK-201088,REF-721109,2026-04-26,-23637.56,GBP,Anderson Inc,WIRE TRANSFER,settled
BNK-201089,REF-203684,2026-04-15,-22899.7,EUR,Harvey Inc,ACH DEBIT,settled
BNK-201090,REF-185895,2026-04-12,-18805.84,GBP,Davenport PLC,ACH DEBIT,settled
BNK-201091,REF-254986,2026-02-12,-11713.56,USD,Goodwin-Martinez,Vendor Settlement,settled
BNK-201092,REF-232683,2026-01-27,-19225.83,GBP,MCCOY LTD,WIRE TRANSFER,settled
BNK-201093,REF-701848,2026-01-06,-8755.3,USD,Gardner-Hayes,ACH DEBIT,settled
BNK-201094,REF-831025,05/02/2026,-5184.44,usd,"Curtis, Turner and Soto",Payout Execution,settled
BNK-201095,REF-763611,02/17/2026,-13625.2,EUR,Anderson LLC,Payout Execution,settled
BNK-201096,REF-240534,2026-03-28,-6171.33,GBP,Allen Group,Payout Execution,settled
BNK-201097,REF-956686,01/14/2026,-9458.33,EUR,"Rollins, Charles and Black",WIRE TRANSFER,settled
BNK-201098,REF-298085,2026-01-13,-1095.27,EUR,"Pineda, Travis and Jones",WIRE TRANSFER,settled
BNK-201099,REF-891651,2026-03-11,-16918.89,EUR,"Miller, Anderson and Padilla",ACH DEBIT,settled
BNK-201100,REF-902434,2026-03-01,-12653.77,EUR,Jones-Fuentes,Payout Execution,settled
BNK-201101,REF-225638,2026-03-13,-16054.04,EUR,Griffin Inc,ACH DEBIT,settled
BNK-201102,REF-524361,2026-01-29,-24045.97,USD,GRAY PLC,ACH DEBIT,settled
BNK-201103,REF-377356,2026-02-14,-13635.15,EUR,Thompson-Campbell,ACH DEBIT,settled
BNK-201104,REF-841632,2026-01-10,-18955.1,USD,Holmes and Sons,Vendor Settlement,settled
BNK-201105,REF-887116,01/20/2026,-2492.3,GBP,"Dorsey, Patterson and Harrison",Vendor Settlement,settled
BNK-201106,REF-377888,2026-01-04,-19841.44,USD,Zimmerman and Sons,ACH DEBIT,settled
BNK-201107,REF-518755,2026-03-12,-1280.26,USD,SCHNEIDER LTD,Vendor Settlement,settled
BNK-201108,REF-110461,2026-01-05,-4934.95,gbp,"Clarke, Johnson and Watson",ACH DEBIT,settled
BNK-201109,REF-214459,2026-01-12,-16367.35,USD,White-Wilson,WIRE TRANSFER,settled
BNK-201110,REF-697142,2026-01-15,-18593.45,USD,Garcia and Sons,Payout Execution,settled
BNK-201111,REF-251230,02/21/2026,-21424.29,USD,"Short, Moore and Douglas",ACH DEBIT,settled
BNK-201112,REF-772716,02/25/2026,-15435.18,USD,Jones-Taylor,Vendor Settlement,settled
BNK-201113,ref138855,2026-02-18,-14619.04,EUR,Reynolds-Harris,Payout Execution,settled
BNK-201114,REF-324284,01/21/2026,-19784.31,GBP,Dickson-Gutierrez,WIRE TRANSFER,settled
BNK-201115,REF-987484,2026-03-23,-14307.89,EUR,"Garcia, Mercado and West",WIRE TRANSFER,settled
BNK-201116,REF-222964,01/21/2026,-6778.72,USD,Banks-Savage,ACH DEBIT,settled
BNK-201117,ref318247,2026-01-08,-21658.84,EUR,Harvey Inc,Payout Execution,settled
BNK-201118,REF-102778,2026-04-13,-3054.92,USD,Mccoy-Mccarthy,Payout Execution,settled
BNK-201119,REF-669719,02/08/2026,-9720.41,GBP,"Johnson, Phillips and Brown",ACH DEBIT,settled
BNK-201120,REF-186488,02/27/2026,-10878.19,USD,Brown and Sons,WIRE TRANSFER,settled
BNK-201121,REF-350791,04/14/2026,-1733.63,USD,"Fox, Hernandez and Ryan",Vendor Settlement,settled
BNK-201122,REF-246044,2026-04-16,-6693.24,GBP,"Johnson, Harrison and Thomas",Payout Execution,settled
BNK-201123,REF-822287,02/04/2026,-12532.41,USD,Arroyo-Pope,Vendor Settlement,settled
BNK-201124,REF-687216,04/09/2026,-2202.57,GBP,Smith-Abbott,Vendor Settlement,settled
BNK-201125,REF-158071,2026-02-02,-1544.29,GBP,Anderson-Parks,ACH DEBIT,settled
BNK-201126,REF-467890,01/09/2026,-14205.76,gbp,Gardner-Hayes,Payout Execution,settled
BNK-201127,REF-251337,04/26/2026,-24266.86,EUR,"CURRY, WOLFE AND RAMIREZ",ACH DEBIT,settled
BNK-201128,REF-466710,2026-02-02,-12308.16,USD,"Matthews, Howard and Brown",ACH DEBIT,settled
BNK-201129,REF-468136,05/02/2026,-12746.96,EUR,Bauer Inc,Payout Execution,settled
BNK-201130,REF-163008,2026-03-24,-11845.79,USD,Mcdowell-Watts,Payout Execution,settled
BNK-201131,REF-874814,04/24/2026,-7707.3,EUR,Gonzalez Inc,Vendor Settlement,settled
BNK-201132,REF-958113,03/24/2026,-16506.62,EUR,"Molina, Wells and Bright",ACH DEBIT,settled
BNK-201133,REF-627108,03/06/2026,-8450.65,GBP,"Jackson, Romero and Mendez",Payout Execution,settled
BNK-201134,REF-305597,2026-02-11,-4564.08,USD,Goodwin-Martinez,Payout Execution,settled
BNK-201135,REF-155439,02/27/2026,-12429.36,USD,Banks-Savage,ACH DEBIT,settled
BNK-201136,REF-823369,04/08/2026,-20336.95,usd,Kelly-Murphy,Payout Execution,settled
BNK-201137,REF-767033,2026-04-20,-2485.59,GBP,"RODRIGUEZ, SUTTON AND SANTIAGO",Payout Execution,settled
BNK-201138,REF-880850,2026-03-08,-13963.84,GBP,Crawford Ltd,Payout Execution,settled
BNK-201139,REF-312653,04/27/2026,-24399.3,USD,Allen and Sons,ACH DEBIT,settled
BNK-201140,REF-937045,01/25/2026,-14002.46,USD,Buckley and Sons,ACH DEBIT,settled
BNK-201141,REF-964278,01/27/2026,-5351.85,EUR,"Russell, Scott and Ramsey",Vendor Settlement,settled
BNK-201142,REF-706144,2026-02-02,-1680.67,GBP,Peterson LLC,Payout Execution,settled
BNK-201143,REF-952880,05/03/2026,-5459.2,EUR,"Santana, Hoffman and Cobb",ACH DEBIT,settled
BNK-201144,REF-545735,2026-04-10,-614.04,eur,Kelly-Murphy,ACH DEBIT,settled
BNK-201145,REF-744312,03/28/2026,-17830.06,usd,Ford Ltd,Vendor Settlement,settled
BNK-201146,REF-358769,2026-03-04,-21391.68,usd,Mccoy Ltd,Payout Execution,settled
BNK-201147,REF-262282,02/04/2026,-12679.57,EUR,Howard-Mcdonald,ACH DEBIT,settled
BNK-201148,REF-475498,01/09/2026,-19334.77,eur,Roberts LLC,Vendor Settlement,settled
BNK-201149,ref339359,2026-02-11,-5432.41,EUR,Washington-West,Vendor Settlement,settled
BNK-201150,REF-254665,2026-02-22,-6507.52,EUR,"Waller, Bass and Mitchell",WIRE TRANSFER,settled
BNK-201151,REF-454688,05/01/2026,-21495.18,GBP,"Peterson, Hood and Arroyo",WIRE TRANSFER,settled
BNK-201152,REF-376033,2026-04-15,-22400.62,GBP,"Savage, Garcia and Robinson",Vendor Settlement,settled
BNK-201153,REF-187879,2026-04-07,-11869.78,GBP,Gonzalez Inc,Vendor Settlement,settled
BNK-201154,REF-180713,2026-04-28,-8622.94,USD,"Moss, Atkins and Daniels",WIRE TRANSFER,settled
BNK-201155,REF-587366,04/18/2026,-12066.58,usd,"Howard, Lynch and Morris",Vendor Settlement,settled
BNK-201156,REF-284257,2026-02-17,-14438.67,USD,King LLC,Payout Execution,settled
BNK-201157,REF-672907,2026-02-24,-6734.22,USD,Roach and Sons,ACH DEBIT,settled
BNK-201158,REF-318815,01/26/2026,-23535.52,EUR,"Clarke, Johnson and Watson",ACH DEBIT,settled
BNK-201159,REF-690161,2026-01-29,-22899.1,USD,Stone and Sons,Vendor Settlement,settled
BNK-201160,REF-191233,03/11/2026,-24782.88,EUR,"Smith, Guerra and Holmes",Payout Execution,settled
BNK-201161,REF-775829,03/13/2026,-20605.97,eur,Schneider Ltd,Payout Execution,settled
BNK-201162,REF-672145,2026-01-06,-21166.03,USD,Silva-Green,ACH DEBIT,settled
